City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
232,Bengkulu,ID,2020-02-27 02:36:19,-3.8,102.27,89.33,55,21,0.92,few clouds,0.0,0.0
233,Ulaangom,MN,2020-02-27 02:36:19,49.98,92.07,-1.39,96,98,1.28,overcast clouds,0.0,0.0
234,Bulaevo,KZ,2020-02-27 02:36:19,54.91,70.44,23.86,97,86,6.22,light snow,0.0,0.012
235,Walvis Bay,NA,2020-02-27 02:36:19,-22.96,14.51,66.0,91,4,1.99,clear sky,0.0,0.0
236,Chapais,CA,2020-02-27 02:36:19,49.78,-74.85,14.0,66,90,10.29,overcast clouds,0.0,0.0
237,Shimoda,JP,2020-02-27 02:36:19,34.67,138.95,50.0,34,75,25.28,broken clouds,0.0,0.0
238,Makakilo City,US,2020-02-27 02:36:20,21.35,-158.09,75.2,60,75,9.17,broken clouds,0.0,0.0
239,San Cristobal,VE,2020-02-27 02:31:49,7.77,-72.22,84.2,62,40,3.36,haze,0.0,0.0
240,Yulara,AU,2020-02-27 02:36:20,-25.24,130.99,95.0,19,19,17.22,few clouds,0.0,0.0
241,College,US,2020-02-27 02:36:20,64.86,-147.8,3.2,59,1,3.36,clear sky,0.0,0.0
242,Jaisalmer,IN,2020-02-27 02:36:20,26.91,70.92,75.11,41,91,7.63,overcast clouds,0.0,0.0
243,Hithadhoo,MV,2020-02-27 02:36:21,-0.6,73.08,82.89,80,81,16.15,light rain,0.042,0.0
244,Necochea,AR,2020-02-27 02:36:21,-38.55,-58.74,55.0,87,0,3.0,clear sky,0.0,0.0
245,Imbituba,BR,2020-02-27 02:36:21,-28.24,-48.67,69.8,77,20,9.17,few clouds,0.0,0.0
246,Vuktyl,RU,2020-02-27 02:36:21,63.86,57.31,11.89,96,97,5.26,light snow,0.0,0.005
247,Torbay,CA,2020-02-27 02:35:13,47.67,-52.73,30.0,100,90,8.05,light snow,0.0,0.0
248,Viedma,AR,2020-02-27 02:36:21,-40.81,-63.0,69.91,32,87,9.37,overcast clouds,0.0,0.0
249,Tuatapere,NZ,2020-02-27 02:36:22,-46.13,167.68,63.0,65,21,21.0,few clouds,0.0,0.0
250,Rustenburg,ZA,2020-02-27 02:36:22,-25.67,27.24,61.12,60,0,1.59,clear sky,0.0,0.0
251,San Quintin,MX,2020-02-27 02:36:22,30.48,-115.95,61.12,45,0,5.28,clear sky,0.0,0.0
252,Lucea,JM,2020-02-27 02:36:22,18.45,-78.17,78.8,88,20,1.12,few clouds,0.0,0.0
253,Vardo,NO,2020-02-27 02:36:22,70.37,31.11,21.02,88,70,11.12,broken clouds,0.0,0.0
254,Lingao,CN,2020-02-27 02:36:23,19.91,109.69,73.35,80,32,10.25,scattered clouds,0.0,0.0
255,Meulaboh,ID,2020-02-27 02:36:23,4.14,96.13,82.06,79,0,4.54,clear sky,0.0,0.0
256,Turukhansk,RU,2020-02-27 02:36:23,65.82,87.98,11.84,87,100,11.7,overcast clouds,0.0,0.0
257,Chuy,UY,2020-02-27 02:36:23,-33.7,-53.46,58.26,77,0,4.38,clear sky,0.0,0.0
258,Parabel,RU,2020-02-27 02:36:23,58.7,81.48,15.24,85,73,13.09,broken clouds,0.0,0.0
259,Shubarkuduk,KZ,2020-02-27 02:36:23,49.14,56.49,21.27,85,0,7.58,clear sky,0.0,0.0
260,Deori Khas,IN,2020-02-27 02:36:24,23.4,79.02,68.45,33,86,4.41,overcast clouds,0.0,0.0
261,Mokhotlong,LS,2020-02-27 02:36:24,-29.29,29.07,50.27,83,100,1.39,overcast clouds,0.0,0.0
262,Hachinohe,JP,2020-02-27 02:36:24,40.5,141.5,37.0,70,75,6.93,fog,0.0,0.0
263,Camacha,PT,2020-02-27 02:36:24,33.08,-16.33,60.8,77,40,10.29,scattered clouds,0.0,0.0
264,Tucuman,AR,2020-02-27 02:31:36,-26.82,-65.22,77.0,61,99,6.93,overcast clouds,0.0,0.0
265,Kenora,CA,2020-02-27 02:34:01,49.82,-94.43,10.4,55,75,3.36,broken clouds,0.0,0.0
266,Mogadishu,SO,2020-02-27 02:36:25,2.04,45.34,81.66,82,100,17.49,overcast clouds,0.0,0.0
267,Pisco,PE,2020-02-27 02:36:25,-13.7,-76.22,73.4,88,99,17.22,overcast clouds,0.0,0.0
268,Vysokogornyy,RU,2020-02-27 02:36:25,50.12,139.15,14.23,88,100,7.9,light snow,0.0,0.007
269,Gusau,NG,2020-02-27 02:36:26,12.16,6.66,67.42,21,0,9.57,clear sky,0.0,0.0
270,Bhongaon,IN,2020-02-27 02:36:26,27.25,79.18,64.15,54,100,3.53,overcast clouds,0.0,0.0
271,Bulgan,MN,2020-02-27 02:36:26,48.81,103.53,9.54,77,0,3.42,clear sky,0.0,0.0
272,Bilibino,RU,2020-02-27 02:32:06,68.05,166.44,-13.85,92,76,1.36,broken clouds,0.0,0.0
273,Sakakah,SA,2020-02-27 02:36:26,29.97,40.21,44.6,81,0,4.7,clear sky,0.0,0.0
274,Beloretsk,RU,2020-02-27 02:36:27,53.96,58.4,21.2,67,40,4.47,scattered clouds,0.0,0.0
275,Upington,ZA,2020-02-27 02:36:27,-28.45,21.26,66.2,100,0,1.12,clear sky,0.0,0.0
276,Bandarbeyla,SO,2020-02-27 02:36:27,9.49,50.81,77.45,75,71,12.53,broken clouds,0.0,0.0
277,Safaga,EG,2020-02-27 02:36:27,26.73,33.94,57.2,50,0,1.12,clear sky,0.0,0.0
278,Vaitape,PF,2020-02-27 02:36:28,-16.52,-151.75,82.98,67,4,6.26,clear sky,0.0,0.0
279,Provideniya,RU,2020-02-27 02:36:28,64.38,-173.3,6.8,60,0,4.47,clear sky,0.0,0.0
280,Kruisfontein,ZA,2020-02-27 02:36:28,-34.0,24.73,62.83,92,100,9.53,overcast clouds,0.0,0.0
281,Alofi,NU,2020-02-27 02:36:28,-19.06,-169.92,86.0,74,40,8.05,scattered clouds,0.0,0.0
282,Xochihuehuetlan,MX,2020-02-27 02:36:28,17.92,-98.43,66.9,54,1,5.41,clear sky,0.0,0.0
283,Nalut,LY,2020-02-27 02:36:29,30.33,10.85,50.36,31,0,2.77,clear sky,0.0,0.0
284,Fort Morgan,US,2020-02-27 02:31:49,40.25,-103.8,33.8,37,90,7.36,overcast clouds,0.0,0.0
285,Norsup,VU,2020-02-27 02:36:29,-16.07,167.38,89.6,100,100,6.93,overcast clouds,0.0,0.0
286,Tautira,PF,2020-02-27 02:36:29,-17.73,-149.15,87.8,66,20,6.93,few clouds,0.0,0.0
287,Zhangye,CN,2020-02-27 02:36:30,38.93,100.45,45.46,28,55,1.77,broken clouds,0.0,0.0
288,Piopio,NZ,2020-02-27 02:36:30,-38.47,175.02,88.0,30,53,5.99,broken clouds,0.0,0.0
289,Mount Isa,AU,2020-02-27 02:36:30,-20.73,139.5,91.4,46,75,5.82,broken clouds,0.0,0.0
290,Amarillo,US,2020-02-27 02:32:11,35.22,-101.83,37.4,23,1,6.85,clear sky,0.0,0.0
291,Khairpur Nathan Shah,PK,2020-02-27 02:36:30,27.09,67.73,74.44,23,100,3.09,overcast clouds,0.0,0.0
292,Plouzane,FR,2020-02-27 02:36:30,48.38,-4.62,51.8,100,100,26.4,light rain,0.0,0.0
293,The Valley,AI,2020-02-27 02:36:31,18.22,-63.06,77.0,69,40,8.05,scattered clouds,0.0,0.0
294,Green Valley,US,2020-02-27 02:36:31,31.85,-110.99,60.01,19,1,14.99,clear sky,0.0,0.0
295,Talaya,RU,2020-02-27 02:36:31,61.38,152.75,-11.74,78,89,2.55,overcast clouds,0.0,0.0
296,Andenes,NO,2020-02-27 02:36:31,69.31,16.12,30.2,74,100,18.34,overcast clouds,0.0,0.0
297,Oistins,BB,2020-02-27 02:36:31,13.07,-59.53,77.0,73,20,10.29,few clouds,0.0,0.0
298,Saint-Francois,FR,2020-02-27 02:36:32,46.42,3.91,35.6,74,91,4.7,overcast clouds,0.0,0.0
299,Fort Nelson,CA,2020-02-27 02:36:32,58.81,-122.7,15.8,72,75,2.24,broken clouds,0.0,0.0
300,Boissevain,CA,2020-02-27 02:36:32,49.23,-100.06,12.99,92,90,9.17,overcast clouds,0.0,0.0
301,Soubre,CI,2020-02-27 02:36:32,5.79,-6.61,76.1,91,6,3.58,clear sky,0.0,0.0
302,Eyl,SO,2020-02-27 02:36:33,7.98,49.82,76.91,82,76,16.78,broken clouds,0.0,0.0
303,Krasnoselkup,RU,2020-02-27 02:36:33,65.7,82.47,11.43,86,100,22.35,overcast clouds,0.0,0.0
304,Vredendal,ZA,2020-02-27 02:36:33,-31.67,18.5,61.86,89,61,10.76,broken clouds,0.0,0.0
305,Dunedin,NZ,2020-02-27 02:35:11,-45.87,170.5,66.0,64,100,19.98,overcast clouds,0.0,0.0
306,Disna,BY,2020-02-27 02:36:33,55.57,28.2,34.45,89,100,1.95,overcast clouds,0.0,0.0
307,Cayenne,GF,2020-02-27 02:36:33,4.93,-52.33,71.6,88,32,4.63,scattered clouds,0.0,0.0
308,Sakhon Nakhon,TH,2020-02-27 02:33:00,17.16,104.15,78.8,69,70,5.82,broken clouds,0.0,0.0
309,Belyy Yar,RU,2020-02-27 02:36:34,53.6,91.39,5.0,84,20,3.36,smoke,0.0,0.0
310,Dekernes,EG,2020-02-27 02:36:34,31.09,31.59,59.0,87,32,8.05,scattered clouds,0.0,0.0
311,Gizo,SB,2020-02-27 02:36:35,-8.1,156.84,86.77,65,100,4.72,overcast clouds,0.0,0.0
312,Nabisar,PK,2020-02-27 02:36:35,25.07,69.64,71.89,46,3,9.22,clear sky,0.0,0.0
313,Itaituba,BR,2020-02-27 02:36:35,-4.28,-55.98,74.37,98,100,1.7,light rain,0.017,0.0
314,Castro,BR,2020-02-27 02:36:35,-24.79,-50.01,60.69,96,100,2.84,light rain,0.007,0.0
315,Hailey,US,2020-02-27 02:36:35,43.52,-114.32,26.6,68,5,4.7,clear sky,0.0,0.0
316,Hojai,IN,2020-02-27 02:36:36,26.0,92.87,66.24,72,0,0.31,clear sky,0.0,0.0
317,Pangai,TO,2020-02-27 02:36:36,-19.8,-174.35,86.0,79,40,4.7,scattered clouds,0.0,0.0
318,Bayangol,RU,2020-02-27 02:36:36,50.7,103.47,11.88,68,7,1.5,clear sky,0.0,0.0
319,Boa Vista,BR,2020-02-27 02:36:36,2.82,-60.67,84.2,48,0,10.29,clear sky,0.0,0.0
320,Tessalit,ML,2020-02-27 02:36:36,20.2,1.01,64.11,12,0,9.6,clear sky,0.0,0.0
321,Starogard Gdanski,PL,2020-02-27 02:36:37,53.96,18.53,37.0,82,75,10.29,broken clouds,0.0,0.0
322,Hualmay,PE,2020-02-27 02:36:37,-11.1,-77.61,71.65,81,91,4.25,overcast clouds,0.0,0.0
323,Arbuzynka,UA,2020-02-27 02:36:37,47.91,31.32,41.11,89,20,8.23,few clouds,0.0,0.0
324,Kloulklubed,PW,2020-02-27 02:36:37,7.04,134.26,84.2,79,90,14.99,overcast clouds,0.0,0.0
325,Egvekinot,RU,2020-02-27 02:35:06,66.32,-179.17,-3.26,82,0,6.44,clear sky,0.0,0.0
326,Seoul,KR,2020-02-27 02:36:37,37.57,126.98,46.4,48,40,6.93,scattered clouds,0.0,0.0
327,Impfondo,CG,2020-02-27 02:36:38,1.64,18.07,72.45,91,21,2.51,light rain,0.067,0.0
328,Hami,CN,2020-02-27 02:36:38,42.8,93.45,44.15,38,0,2.71,clear sky,0.0,0.0
329,Kuppam,IN,2020-02-27 02:36:38,12.75,78.37,73.45,71,60,2.28,broken clouds,0.0,0.0
330,Maragogi,BR,2020-02-27 02:36:38,-9.01,-35.22,82.51,78,80,12.01,light rain,0.005,0.0
331,Altea,ES,2020-02-27 02:36:38,38.6,-0.05,57.99,35,0,8.05,clear sky,0.0,0.0
332,Gamba,GA,2020-02-27 02:36:39,-2.65,10.0,75.27,93,100,4.56,light rain,0.044,0.0
333,Avera,US,2020-02-27 02:36:39,33.19,-82.53,53.6,71,1,12.75,clear sky,0.0,0.0
334,Mbandaka,CD,2020-02-27 02:36:39,0.05,18.26,72.23,95,0,3.27,light rain,0.047,0.0
335,Isangel,VU,2020-02-27 02:36:39,-19.55,169.27,87.8,74,75,5.82,broken clouds,0.0,0.0
336,Olafsvik,IS,2020-02-27 02:36:39,64.89,-23.71,25.77,68,100,22.7,light snow,0.0,0.005
337,Uvat,RU,2020-02-27 02:36:40,59.14,68.9,20.93,97,100,2.95,light snow,0.0,0.027
338,Wollongong,AU,2020-02-27 02:36:40,-34.43,150.88,79.0,53,75,8.05,broken clouds,0.0,0.0
339,Cap Malheureux,MU,2020-02-27 02:36:40,-19.98,57.61,80.6,88,75,8.05,shower rain,0.0,0.0
340,Yazman,PK,2020-02-27 02:36:40,29.12,71.74,73.76,24,34,8.57,scattered clouds,0.0,0.0
341,Sidi Ali,DZ,2020-02-27 02:36:40,36.1,0.42,48.16,89,0,3.91,clear sky,0.0,0.0
342,Melendugno,IT,2020-02-27 02:36:41,40.27,18.34,53.01,81,40,17.22,scattered clouds,0.0,0.0
343,Sinnamary,GF,2020-02-27 02:36:41,5.38,-52.95,78.87,68,96,11.39,overcast clouds,0.0,0.0
344,Moron,AR,2020-02-27 02:36:41,-34.65,-58.62,71.01,64,0,4.7,clear sky,0.0,0.0
345,Hangzhou,CN,2020-02-27 02:36:41,30.29,120.16,50.0,76,75,6.71,broken clouds,0.0,0.0
346,Nemuro,JP,2020-02-27 02:36:41,43.32,145.57,23.0,41,20,5.82,few clouds,0.0,0.0
347,Bakhmach,UA,2020-02-27 02:36:42,51.18,32.76,40.1,91,100,11.74,overcast clouds,0.0,0.0
348,Samfya,ZM,2020-02-27 02:36:42,-11.36,29.56,62.24,98,30,3.85,scattered clouds,0.0,0.0
349,Esso,RU,2020-02-27 02:36:42,55.93,158.7,14.88,83,98,1.23,overcast clouds,0.0,0.0
350,Barreirinhas,BR,2020-02-27 02:36:42,-2.75,-42.83,74.91,97,100,3.06,light rain,0.007,0.0
351,Sechura,PE,2020-02-27 02:36:42,-5.56,-80.82,75.6,87,0,3.47,clear sky,0.0,0.0
352,Tual,ID,2020-02-27 02:36:42,-5.67,132.75,83.75,77,89,10.65,light rain,0.027,0.0
353,Whyalla,AU,2020-02-27 02:36:20,-33.03,137.58,69.8,49,90,12.75,overcast clouds,0.0,0.0
354,Riesa,DE,2020-02-27 02:36:43,51.3,13.3,37.99,96,90,10.29,light rain,0.0,0.0
355,Nouakchott,MR,2020-02-27 02:36:43,18.09,-15.98,69.8,9,0,5.82,clear sky,0.0,0.0
356,La Ronge,CA,2020-02-27 02:36:43,55.1,-105.28,21.2,67,90,10.29,light snow,0.0,0.0
357,Suntar,RU,2020-02-27 02:36:44,62.14,117.63,10.33,88,42,3.33,scattered clouds,0.0,0.0
358,Lipin Bor,RU,2020-02-27 02:36:44,60.26,37.98,22.89,95,100,5.28,light snow,0.0,0.025
359,Newport,GB,2020-02-27 02:32:23,51.59,-3.0,39.99,93,100,6.93,light rain,0.0,0.0
360,Yumen,CN,2020-02-27 02:36:44,40.28,97.2,43.05,34,0,13.44,clear sky,0.0,0.0
361,Kahului,US,2020-02-27 02:36:44,20.89,-156.47,80.6,47,40,16.11,scattered clouds,0.0,0.0
362,Bara,NG,2020-02-27 02:36:44,10.37,10.73,65.95,27,0,4.99,clear sky,0.0,0.0
363,Vao,NC,2020-02-27 02:36:45,-22.67,167.48,80.22,78,7,12.68,light rain,0.042,0.0
364,Linares,CL,2020-02-27 02:36:45,-35.85,-71.6,62.96,26,0,1.61,clear sky,0.0,0.0
365,Thinadhoo,MV,2020-02-27 02:36:45,0.53,72.93,82.62,80,58,15.03,broken clouds,0.0,0.0
366,Maracineni,RO,2020-02-27 02:36:45,45.2,26.8,47.43,83,5,9.35,clear sky,0.0,0.0
367,Nong Chik,TH,2020-02-27 02:36:45,6.84,101.18,80.83,77,52,16.78,broken clouds,0.0,0.0
368,Clyde River,CA,2020-02-27 02:36:46,70.47,-68.59,-27.4,74,1,3.38,clear sky,0.0,0.0
369,Salihorsk,BY,2020-02-27 02:36:46,52.79,27.54,37.63,95,99,7.07,light rain,0.007,0.0
370,Dourbali,TD,2020-02-27 02:36:46,11.81,15.86,69.44,15,0,8.48,clear sky,0.0,0.0
371,Port-Gentil,GA,2020-02-27 02:36:46,-0.72,8.78,80.85,75,100,5.93,overcast clouds,0.0,0.0
372,Wana,PK,2020-02-27 02:36:46,32.3,69.57,44.01,65,0,3.02,clear sky,0.0,0.0
373,Acarau,BR,2020-02-27 02:36:47,-2.89,-40.12,75.52,95,96,0.85,overcast clouds,0.0,0.0
374,Nabire,ID,2020-02-27 02:36:47,-3.37,135.48,88.0,62,84,6.51,broken clouds,0.0,0.0
375,Benin,BJ,2020-02-27 02:36:47,9.5,2.25,71.22,34,0,2.8,clear sky,0.0,0.0
376,Skibbereen,IE,2020-02-27 02:36:47,51.55,-9.27,35.6,100,75,12.75,broken clouds,0.0,0.0
377,Spoleto,IT,2020-02-27 02:36:48,42.74,12.74,39.0,86,7,2.24,clear sky,0.0,0.0
378,Biak,ID,2020-02-27 02:36:48,-0.91,122.88,83.14,74,100,4.92,light rain,0.086,0.0
379,Celestun,MX,2020-02-27 02:36:48,20.87,-90.4,69.71,78,100,39.53,light rain,0.054,0.0
380,Tynda,RU,2020-02-27 02:36:48,55.17,124.72,10.22,90,75,2.62,broken clouds,0.0,0.0
381,Dustlik,UZ,2020-02-27 02:36:48,40.52,68.04,37.27,95,100,9.01,moderate rain,0.153,0.0
382,Palana,RU,2020-02-27 02:33:05,59.12,159.97,22.93,79,100,3.94,overcast clouds,0.0,0.0
383,Abu Samrah,SY,2020-02-27 02:36:49,35.3,37.18,44.87,90,0,3.11,clear sky,0.0,0.0
384,Fairbanks,US,2020-02-27 02:33:41,64.84,-147.72,3.2,59,1,3.36,clear sky,0.0,0.0
385,Teeli,RU,2020-02-27 02:36:49,51.03,90.23,1.31,94,69,2.44,broken clouds,0.0,0.0
386,Lithgow,AU,2020-02-27 02:36:50,-33.48,150.15,77.0,60,40,8.05,scattered clouds,0.0,0.0
387,Saint-Pierre,RE,2020-02-27 02:32:59,-21.34,55.48,77.0,78,20,3.36,few clouds,0.0,0.0
388,Ennis,IE,2020-02-27 02:36:50,52.84,-8.99,37.4,93,75,3.36,broken clouds,0.0,0.0
389,Port Hedland,AU,2020-02-27 02:36:50,-20.32,118.57,91.4,66,100,9.17,overcast clouds,0.0,0.0
390,La Palma,US,2020-02-27 02:36:50,33.85,-118.05,77.0,16,1,4.7,clear sky,0.0,0.0
391,Prado,BR,2020-02-27 02:36:51,-17.34,-39.22,80.78,80,0,18.16,clear sky,0.0,0.0
392,Miri,MY,2020-02-27 02:36:51,4.41,114.01,84.2,79,75,11.41,broken clouds,0.0,0.0
393,Kieta,PG,2020-02-27 02:36:51,-6.22,155.63,83.73,75,93,5.57,overcast clouds,0.0,0.0
394,Kenitra,MA,2020-02-27 02:36:50,34.26,-6.58,55.0,100,40,5.82,scattered clouds,0.0,0.0
395,Pacific Grove,US,2020-02-27 02:36:51,36.62,-121.92,62.01,60,21,1.81,few clouds,0.0,0.0
396,Road Town,VG,2020-02-27 02:36:52,18.42,-64.62,77.0,69,1,10.29,clear sky,0.0,0.0
397,Hearst,CA,2020-02-27 02:36:52,49.68,-83.67,-1.64,96,100,8.25,overcast clouds,0.0,0.0
398,Mecca,SA,2020-02-27 02:36:52,21.43,39.83,69.3,21,89,6.73,overcast clouds,0.0,0.0
399,Labuan,MY,2020-02-27 02:36:52,5.28,115.24,84.2,83,75,9.17,broken clouds,0.0,0.0
400,San Angelo,US,2020-02-27 02:36:52,31.46,-100.44,41.0,38,1,5.82,clear sky,0.0,0.0
401,Gao,ML,2020-02-27 02:36:53,16.64,1.64,68.13,10,0,10.13,clear sky,0.0,0.0
402,Port Lincoln,AU,2020-02-27 02:36:53,-34.73,135.87,67.28,51,0,15.46,clear sky,0.0,0.0
403,Mizan Teferi,ET,2020-02-27 02:36:53,6.98,35.58,71.91,56,92,2.8,overcast clouds,0.0,0.0
404,Oktyabrskoye,RU,2020-02-27 02:36:53,43.06,44.74,42.4,32,56,6.44,broken clouds,0.0,0.0
405,Ostrovnoy,RU,2020-02-27 02:36:54,68.05,39.51,7.14,92,0,10.29,clear sky,0.0,0.0
406,Port Blair,IN,2020-02-27 02:33:48,11.67,92.75,73.4,94,99,13.94,mist,0.0,0.0
407,Anito,PH,2020-02-27 02:36:54,12.45,125.29,80.74,80,44,20.56,light rain,0.074,0.0
408,Bakchar,RU,2020-02-27 02:36:54,57.02,82.07,17.51,81,100,13.06,overcast clouds,0.0,0.0
409,Dingle,PH,2020-02-27 02:36:54,11.0,122.67,83.62,67,81,14.41,light rain,0.007,0.0
410,Malindi,KE,2020-02-27 02:36:55,-3.22,40.12,79.03,87,81,4.52,light rain,0.03,0.0
411,Tyazhinskiy,RU,2020-02-27 02:36:55,56.12,88.52,12.61,84,0,19.42,clear sky,0.0,0.0
412,Basco,PH,2020-02-27 02:36:55,20.45,121.97,76.12,78,100,17.25,light rain,0.074,0.0
413,Casablanca,MA,2020-02-27 02:36:55,33.59,-7.62,55.4,93,6,9.17,clear sky,0.0,0.0
414,Svetlogorsk,BY,2020-02-27 02:36:55,52.63,29.73,40.03,92,100,7.78,overcast clouds,0.0,0.0
415,Nuuk,GL,2020-02-27 02:36:56,64.18,-51.72,6.8,77,0,3.36,clear sky,0.0,0.0
416,Luau,AO,2020-02-27 02:36:56,-10.71,22.22,63.37,97,99,2.62,overcast clouds,0.0,0.0
417,Am Timan,TD,2020-02-27 02:36:56,11.03,20.28,68.32,19,0,5.26,clear sky,0.0,0.0
418,Yerbogachen,RU,2020-02-27 02:36:56,61.28,108.01,8.24,93,97,2.95,overcast clouds,0.0,0.0
419,Bonnyville,CA,2020-02-27 02:33:01,54.27,-110.73,32.0,93,40,5.82,scattered clouds,0.0,0.0
420,Minsk Mazowiecki,PL,2020-02-27 02:36:57,52.18,21.57,37.0,93,75,9.17,broken clouds,0.0,0.0
421,Kutum,SD,2020-02-27 02:36:57,14.2,24.67,54.16,24,0,7.09,clear sky,0.0,0.0
422,Uribia,CO,2020-02-27 02:36:57,11.71,-72.27,76.39,76,21,5.57,few clouds,0.0,0.0
423,Yatou,CN,2020-02-27 02:36:57,37.15,122.38,40.28,53,95,13.62,overcast clouds,0.0,0.0
424,Pascagoula,US,2020-02-27 02:36:57,30.37,-88.56,48.2,61,1,8.05,clear sky,0.0,0.0
425,Shwebo,MM,2020-02-27 02:34:50,22.57,95.7,74.43,54,0,14.43,clear sky,0.0,0.0
426,Saint Andrews,US,2020-02-27 02:36:58,34.05,-81.13,57.2,50,90,20.8,overcast clouds,0.0,0.0
427,Gayeri,BF,2020-02-27 02:36:58,12.65,0.49,70.21,14,0,9.01,clear sky,0.0,0.0
428,Phan Thiet,VN,2020-02-27 02:36:58,10.93,108.1,89.01,37,0,11.74,clear sky,0.0,0.0
429,Lasa,IT,2020-02-27 02:36:58,46.62,10.7,30.0,92,75,4.7,broken clouds,0.0,0.0
430,Ovalle,CL,2020-02-27 02:36:58,-30.6,-71.2,58.55,65,0,0.72,clear sky,0.0,0.0
431,Narasannapeta,IN,2020-02-27 02:36:59,18.42,84.05,76.24,40,0,4.59,clear sky,0.0,0.0
432,Kimbe,PG,2020-02-27 02:36:59,-5.55,150.14,87.6,68,22,7.18,light rain,0.039,0.0
433,Liwale,TZ,2020-02-27 02:36:59,-9.77,37.93,67.91,96,72,0.58,broken clouds,0.0,0.0
434,Canberra,AU,2020-02-27 02:34:55,-35.28,149.13,73.99,24,0,12.75,clear sky,0.0,0.0
435,Rundu,NA,2020-02-27 02:36:59,-17.93,19.77,69.8,100,100,3.36,moderate rain,0.315,0.0
436,Korla,CN,2020-02-27 02:37:00,41.76,86.15,35.6,37,100,8.05,overcast clouds,0.0,0.0
437,Urengoy,RU,2020-02-27 02:34:20,65.97,78.37,15.64,82,100,22.62,overcast clouds,0.0,0.0
438,Jalu,LY,2020-02-27 02:37:00,29.03,21.55,64.87,24,100,7.02,overcast clouds,0.0,0.0
439,Bay Roberts,CA,2020-02-27 02:37:00,47.6,-53.26,30.0,100,90,8.05,light snow,0.0,0.0
440,Ibra,OM,2020-02-27 02:37:00,22.69,58.53,68.52,54,53,4.0,broken clouds,0.0,0.0
441,Dakar,SN,2020-02-27 02:37:00,14.69,-17.44,84.2,37,0,13.87,clear sky,0.0,0.0
442,Ubinskoye,RU,2020-02-27 02:37:01,55.31,79.68,24.35,94,100,19.53,snow,0.0,0.089
443,Amapa,BR,2020-02-27 02:37:01,1.0,-52.0,72.18,91,100,5.08,overcast clouds,0.0,0.0
444,Xiongyue,CN,2020-02-27 02:37:01,40.18,122.12,37.76,27,43,7.34,scattered clouds,0.0,0.0
445,Xuddur,SO,2020-02-27 02:37:01,4.12,43.89,68.61,88,80,12.08,broken clouds,0.0,0.0
446,Salalah,OM,2020-02-27 02:37:01,17.02,54.09,73.4,73,20,6.93,few clouds,0.0,0.0
447,Shenjiamen,CN,2020-02-27 02:37:02,29.96,122.3,50.07,79,98,14.05,overcast clouds,0.0,0.0
448,Mangrol,IN,2020-02-27 02:37:02,21.12,70.12,75.76,51,0,14.83,clear sky,0.0,0.0
449,Elbeuf,FR,2020-02-27 02:34:04,49.29,1.0,39.99,93,100,8.05,overcast clouds,0.0,0.0
450,Vila Velha,BR,2020-02-27 02:37:02,-20.33,-40.29,81.0,74,20,9.17,few clouds,0.0,0.0
451,Touros,BR,2020-02-27 02:37:02,-5.2,-35.46,78.8,88,20,4.7,few clouds,0.0,0.0
452,Ballina,AU,2020-02-27 02:37:02,-28.87,153.57,80.6,78,63,14.99,broken clouds,0.0,0.0
453,Akranes,IS,2020-02-27 02:37:03,64.32,-22.07,26.6,58,90,20.8,overcast clouds,0.0,0.0
454,Muros,ES,2020-02-27 02:37:03,42.78,-9.06,59.0,100,75,10.29,broken clouds,0.0,0.0
455,Yamada,JP,2020-02-27 02:37:03,39.47,141.95,31.46,89,100,7.09,snow,0.0,0.12
456,Axim,GH,2020-02-27 02:37:03,4.87,-2.24,77.85,96,3,2.84,clear sky,0.0,0.0
457,Strezhevoy,RU,2020-02-27 02:37:03,60.73,77.59,17.6,72,100,20.13,overcast clouds,0.0,0.0
458,Darfo,IT,2020-02-27 02:37:04,45.88,10.18,42.8,35,5,10.29,clear sky,0.0,0.0
459,Hambantota,LK,2020-02-27 02:37:04,6.12,81.12,73.4,100,40,3.36,scattered clouds,0.0,0.0
460,Ola,RU,2020-02-27 02:37:04,59.58,151.28,13.64,69,90,6.98,overcast clouds,0.0,0.0
461,Zagora,MA,2020-02-27 02:37:04,30.35,-5.84,55.9,17,0,0.18,clear sky,0.0,0.0
462,Morant Bay,JM,2020-02-27 02:37:04,17.88,-76.41,80.6,74,20,10.29,few clouds,0.0,0.0
463,Bambous Virieux,MU,2020-02-27 02:37:04,-20.34,57.76,80.6,88,75,8.05,shower rain,0.0,0.0
464,Howard Springs,AU,2020-02-27 02:37:05,-12.5,131.05,82.0,100,75,12.75,shower rain,0.0,0.0
465,Nurobod,UZ,2020-02-27 02:37:05,40.91,69.8,35.6,93,90,4.7,light shower snow,0.0,0.0
466,Freeport,US,2020-02-27 02:36:45,40.66,-73.58,46.4,87,90,14.99,mist,0.0,0.0
467,Abha,SA,2020-02-27 02:37:05,18.22,42.51,57.2,35,40,0.96,scattered clouds,0.0,0.0
468,Katsuura,JP,2020-02-27 02:37:06,35.13,140.3,52.0,50,20,21.92,few clouds,0.0,0.0
469,Laguna,US,2020-02-27 02:37:06,38.42,-121.42,69.8,37,1,5.82,clear sky,0.0,0.0
